"dyadid","animalid","id","day","behavior","state","time","duration","idAB","end","burstval","burstvalcume","burstvalNA","burstvalcumeNA","burstresolved","prepost","burstresolvedx","prepostx"
"B","T","128T",2,"Tailrattle","aggr",637.991,0.233562,"B",638.224562,11,19,11,19,27,"pre",25,"pre"
"B","T","128T",2,"Defensive freeze","sub",638.225,0.467124,"B",638.692124,11,19,11,19,27,"pre",25,"pre"
"B","S","128S",2,"Bite","aggr",638.458,0.100098,"A",638.558098,11,19,11,19,27,"pre",25,"pre"
"B","S","128S",2,"Defensive freeze","sub",638.559,0.100098,"A",638.659098,11,19,11,19,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",638.659,0.734052,"A",639.393052,11,19,11,19,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",638.692,1.10108,"B",639.79308,11,19,11,19,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",917.398,1.60157,"B",918.99957,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",917.865,0.66732,"A",918.53232,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Lunge","aggr",918.533,0.033366,"A",918.566366,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Bite","aggr",918.566,0.16683,"A",918.73283,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",918.733,0.800784,"A",919.533784,12,20,12,20,27,"pre",25,"pre"
"B","T","128T",2,"Defensive freeze","sub",919,0.300294,"B",919.300294,12,20,12,20,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",919.3,0.133464,"B",919.433464,12,20,12,20,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",919.433,0.233562,"B",919.666562,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Bite","aggr",919.534,0.133464,"A",919.667464,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",919.667,0.200196,"A",919.867196,12,20,12,20,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",919.667,1.43474,"B",921.10174,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Defensive freeze","sub",919.867,0.16683,"A",920.03383,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",920.034,1.5682,"A",921.6022,12,20,12,20,27,"pre",25,"pre"
"B","T","128T",2,"Defensive freeze","sub",921.102,0.200196,"B",921.302196,12,20,12,20,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",921.302,1.60157,"B",922.90357,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Bite","aggr",921.602,0.133464,"A",921.735464,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",921.736,0.700686,"A",922.436686,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Lunge","aggr",922.436,0.033366,"A",922.469366,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Bite","aggr",922.47,0.400392,"A",922.870392,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",922.87,0.600588,"A",923.470588,12,20,12,20,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",922.904,1.30127,"B",924.20527,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",925.406,1.60157,"A",927.00757,12,20,12,20,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",926.44,0.133464,"B",926.573464,12,20,12,20,27,"pre",25,"pre"
"B","T","128T",2,"Defensive freeze","sub",926.574,0.800784,"B",927.374784,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Bite","aggr",927.308,0.800784,"A",928.108784,12,20,12,20,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",927.375,1.00098,"B",928.37598,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",928.109,0.66732,"A",928.77632,12,20,12,20,27,"pre",25,"pre"
"B","T","128T",2,"Defensive freeze","sub",928.376,0.633954,"B",929.009954,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Defensive freeze","sub",928.776,1.00098,"A",929.77698,12,20,12,20,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",929.01,0.734052,"B",929.744052,12,20,12,20,27,"pre",25,"pre"
"B","T","128T",2,"Defensive freeze","sub",929.744,0.600588,"B",930.344588,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",929.777,0.33366,"A",930.11066,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Defensive freeze","sub",930.111,1.20118,"A",931.31218,12,20,12,20,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",930.344,0.233562,"B",930.577562,12,20,12,20,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",930.578,0.734052,"B",931.312052,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Bite","aggr",931.312,1.4681,"A",932.7801,12,20,12,20,27,"pre",25,"pre"
"B","T","128T",2,"Defensive freeze","sub",931.312,0.533856,"B",931.845856,12,20,12,20,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",931.846,0.233562,"B",932.079562,12,20,12,20,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",932.079,0.200196,"B",932.279196,12,20,12,20,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",932.279,0.83415,"B",933.11315,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Lunge","aggr",932.78,0.367026,"A",933.147026,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",933.147,0.533856,"A",933.680856,12,20,12,20,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",934.081,0.200196,"B",934.281196,12,20,12,20,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",934.281,1.00098,"B",935.28198,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Bite","aggr",934.648,0.367026,"A",935.015026,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",935.015,0.734052,"A",935.749052,12,20,12,20,27,"pre",25,"pre"
"B","T","128T",2,"Defensive freeze","sub",935.282,0.567222,"B",935.849222,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Lunge","aggr",935.749,0.033366,"A",935.782366,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Bite","aggr",935.783,0.934248,"A",936.717248,12,20,12,20,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",935.85,0.133464,"B",935.983464,12,20,12,20,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",935.983,0.700686,"B",936.683686,12,20,12,20,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",936.684,0.700686,"B",937.384686,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Defensive freeze","sub",936.717,0.200196,"A",936.917196,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",936.917,0.767418,"A",937.684418,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",938.052,1.10108,"A",939.15308,12,20,12,20,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",1001.35,0.734052,"A",1002.084052,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Defensive freeze","sub",1001.51,0.266928,"B",1001.776928,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",1001.78,1.20118,"B",1002.98118,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Bite","aggr",1002.08,0.200196,"A",1002.280196,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",1002.28,1.10108,"A",1003.38108,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",1002.98,0.533856,"B",1003.513856,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",1003.38,1.23454,"A",1004.61454,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",1003.52,0.433758,"B",1003.953758,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",1003.95,0.233562,"B",1004.183562,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",1004.18,0.700686,"B",1004.880686,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Bite","aggr",1004.62,0.033366,"A",1004.653366,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",1004.65,1.4681,"A",1006.1181,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",1004.88,0.16683,"B",1005.04683,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",1005.05,0.400392,"B",1005.450392,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Defensive freeze","sub",1005.45,0.233562,"B",1005.683562,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",1005.68,0.567222,"B",1006.247222,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Bite","aggr",1006.12,0.16683,"A",1006.28683,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",1006.25,0.734052,"B",1006.984052,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",1006.29,0.967614,"A",1007.257614,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",1007.12,0.633954,"B",1007.753954,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Flee","sub",1007.25,0.433758,"A",1007.683758,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Defensive freeze","sub",1007.69,0.100098,"A",1007.790098,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",1007.75,0.867516,"B",1008.617516,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",1007.79,1.73503,"A",1009.52503,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",1008.62,0.066732,"B",1008.686732,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Lunge","aggr",1008.69,0.033366,"B",1008.723366,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",1008.72,1.33464,"B",1010.05464,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Defensive freeze","sub",1009.52,0.433758,"A",1009.953758,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",1009.96,1.00098,"A",1010.96098,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Lunge","aggr",1010.06,0.600588,"B",1010.660588,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Defensive freeze","sub",1010.66,0.16683,"B",1010.82683,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",1010.82,1.03435,"B",1011.85435,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Lunge","aggr",1010.96,0.266928,"A",1011.226928,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Bite","aggr",1011.22,0.16683,"A",1011.38683,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",1011.39,1.13444,"A",1012.52444,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",1011.86,0.066732,"B",1011.926732,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Defensive freeze","sub",1011.92,0.934248,"B",1012.854248,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Bite","aggr",1012.52,1.03435,"A",1013.55435,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",1012.86,0.433758,"B",1013.293758,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Lunge","aggr",1013.29,0.233562,"B",1013.523562,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",1013.53,0.100098,"B",1013.630098,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Flee","sub",1013.56,0.233562,"A",1013.793562,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",1013.63,0.934248,"B",1014.564248,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",1013.79,0.734052,"A",1014.524052,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Defensive freeze","sub",1014.53,1.16781,"A",1015.69781,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Lunge","aggr",1014.56,0.266928,"B",1014.826928,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",1014.83,1.20118,"B",1016.03118,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",1015.69,1.53484,"A",1017.22484,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Defensive freeze","sub",1016.86,0.133464,"B",1016.993464,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",1017,0.50049,"B",1017.50049,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Bite","aggr",1017.23,1.00098,"A",1018.23098,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",1017.5,0.066732,"B",1017.566732,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",1017.56,1.06771,"B",1018.62771,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",1018.23,0.700686,"A",1018.930686,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Flee","sub",1018.93,1.00098,"A",1019.93098,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",1019.4,0.300294,"B",1019.700294,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Lunge","aggr",1019.7,0.066732,"B",1019.766732,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",1019.77,0.600588,"B",1020.370588,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Defensive freeze","sub",1019.93,1.26791,"A",1021.19791,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",1020.37,0.33366,"B",1020.70366,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",1020.7,1.26791,"B",1021.96791,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",1021.2,0.900882,"A",1022.100882,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Defensive freeze","sub",1022.1,0.200196,"A",1022.300196,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Flee","sub",1022.3,0.867516,"A",1023.167516,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Defensive freeze","sub",1022.57,0.100098,"B",1022.670098,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",1022.67,0.600588,"B",1023.270588,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Bite","aggr",1023.17,1.16781,"A",1024.33781,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",1023.27,0.100098,"B",1023.370098,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",1023.37,0.50049,"B",1023.87049,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Defensive freeze","sub",1023.87,1.53484,"B",1025.40484,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Bite","aggr",1024.34,0.033366,"A",1024.373366,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",1024.37,0.967614,"A",1025.337614,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Lunge","aggr",1025.34,0.133464,"A",1025.473464,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",1025.4,1.03435,"B",1026.43435,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Bite","aggr",1025.47,1.16781,"A",1026.63781,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",1026.44,0.100098,"B",1026.540098,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Bite","aggr",1026.64,0.533856,"A",1027.173856,13,21,13,21,27,"pre",25,"pre"
"B","S","128S",2,"Flee","sub",1027.17,3.3366,"A",1030.5066,13,21,13,21,27,"pre",25,"pre"
"B","T","128T",2,"Defensive freeze","sub",1087.3,0.233562,"B",1087.533562,14,22,14,22,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",1087.53,1.03435,"B",1088.56435,14,22,14,22,27,"pre",25,"pre"
"B","S","128S",2,"Lunge","aggr",1088.27,0.16683,"A",1088.43683,14,22,14,22,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",1088.43,0.967614,"A",1089.397614,14,22,14,22,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",1088.57,0.16683,"B",1088.73683,14,22,14,22,27,"pre",25,"pre"
"B","T","128T",2,"Defensive freeze","sub",1088.73,0.700686,"B",1089.430686,14,22,14,22,27,"pre",25,"pre"
"B","S","128S",2,"Bite","aggr",1089.4,0.266928,"A",1089.666928,14,22,14,22,27,"pre",25,"pre"
"B","T","128T",2,"Lunge","aggr",1089.43,0.266928,"B",1089.696928,14,22,14,22,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",1089.67,0.967614,"A",1090.637614,14,22,14,22,27,"pre",25,"pre"
"B","T","128T",2,"Defensive freeze","sub",1089.7,0.266928,"B",1089.966928,14,22,14,22,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",1089.97,0.200196,"B",1090.170196,14,22,14,22,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",1090.17,0.266928,"B",1090.436928,14,22,14,22,27,"pre",25,"pre"
"B","T","128T",2,"Lunge","aggr",1090.43,0.066732,"B",1090.496732,14,22,14,22,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",1090.5,0.934248,"B",1091.434248,14,22,14,22,27,"pre",25,"pre"
"B","S","128S",2,"Bite","aggr",1090.63,0.400392,"A",1091.030392,14,22,14,22,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",1091.03,0.233562,"A",1091.263562,14,22,14,22,27,"pre",25,"pre"
"B","S","128S",2,"Defensive freeze","sub",1091.27,0.467124,"A",1091.737124,14,22,14,22,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",1091.44,0.567222,"B",1092.007222,14,22,14,22,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",1091.74,1.16781,"A",1092.90781,14,22,14,22,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",1092,1.03435,"B",1093.03435,14,22,14,22,27,"pre",25,"pre"
"B","S","128S",2,"Defensive freeze","sub",1092.9,0.266928,"A",1093.166928,14,22,14,22,27,"pre",25,"pre"
"B","T","128T",2,"Defensive freeze","sub",1093.04,0.400392,"B",1093.440392,14,22,14,22,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",1093.17,1.03435,"A",1094.20435,14,22,14,22,27,"pre",25,"pre"
"B","T","128T",2,"Bite","aggr",1093.44,0.033366,"B",1093.473366,14,22,14,22,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",1093.47,0.900882,"B",1094.370882,14,22,14,22,27,"pre",25,"pre"
"B","S","128S",2,"Defensive freeze","sub",1094.2,0.633954,"A",1094.833954,14,22,14,22,27,"pre",25,"pre"
"B","T","128T",2,"Defensive freeze","sub",1094.37,0.266928,"B",1094.636928,14,22,14,22,27,"pre",25,"pre"
"B","T","128T",2,"Tailrattle","aggr",1094.64,1.16781,"B",1095.80781,14,22,14,22,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",1094.84,0.266928,"A",1095.106928,14,22,14,22,27,"pre",25,"pre"
"B","S","128S",2,"Lunge","aggr",1095.11,0.033366,"A",1095.143366,14,22,14,22,27,"pre",25,"pre"
"B","S","128S",2,"Bite","aggr",1095.14,0.467124,"A",1095.607124,14,22,14,22,27,"pre",25,"pre"
"B","S","128S",2,"Tailrattle","aggr",1095.61,1.53484,"A",1097.14484,14,22,14,22,27,"pre",25,"pre"
"B","T","128T",3,"Flee","sub",3.57016,0.033366,"B",3.603526,1,23,1,23,27,"pre",25,"pre"
"B","S","128S",3,"Tailrattle","aggr",3.60353,0.800784,"A",4.404314,1,23,1,23,27,"pre",25,"pre"
"B","T","128T",3,"Tailrattle","aggr",3.60353,0.767418,"B",4.370948,1,23,1,23,27,"pre",25,"pre"
"B","T","128T",3,"Bite","aggr",4.37095,0.233562,"B",4.604512,1,23,1,23,27,"pre",25,"pre"
"B","S","128S",3,"Bite","aggr",4.40431,0.600588,"A",5.004898,1,23,1,23,27,"pre",25,"pre"
"B","T","128T",3,"Tailrattle","aggr",4.60451,1.03435,"B",5.63886,1,23,1,23,27,"pre",25,"pre"
"B","S","128S",3,"Defensive freeze","sub",5.0049,0.33366,"A",5.33856,1,23,1,23,27,"pre",25,"pre"
"B","S","128S",3,"Tailrattle","aggr",5.33856,0.700686,"A",6.039246,1,23,1,23,27,"pre",25,"pre"
"B","T","128T",3,"Bite","aggr",5.63885,0.300294,"B",5.939144,1,23,1,23,27,"pre",25,"pre"
"B","T","128T",3,"Subordinate posture","sub",5.93915,1.03435,"B",6.9735,1,23,1,23,27,"pre",25,"pre"
"B","S","128S",3,"Subordinate posture","sub",6.03925,1.53484,"A",7.57409,1,23,1,23,27,"pre",25,"pre"
"B","T","128T",3,"Tailrattle","aggr",6.97349,1.03435,"B",8.00784,1,23,1,23,27,"pre",25,"pre"
"B","S","128S",3,"Flee","sub",7.57408,1.6683,"A",9.24238,1,23,1,23,27,"pre",25,"pre"
"B","T","128T",3,"Tailrattle","aggr",8.00784,0.767418,"B",8.775258,1,23,1,23,27,"pre",25,"pre"
"B","T","128T",3,"Tailrattle","aggr",8.77526,0.767418,"B",9.542678,1,23,1,23,27,"pre",25,"pre"
"B","T","128T",3,"Tailrattle","aggr",11.3111,2.70265,"B",14.01375,1,23,1,23,27,"pre",25,"pre"
"B","S","128S",3,"Tailrattle","aggr",13.313,1.30127,"A",14.61427,1,23,1,23,27,"pre",25,"pre"
"B","T","128T",3,"Flee","sub",14.0137,2.30225,"B",16.31595,1,23,1,23,27,"pre",25,"pre"
"B","T","128T",3,"Flee","sub",16.316,4.03729,"B",20.35329,1,23,1,23,27,"pre",25,"pre"
"B","S","128S",3,"Tailrattle","aggr",18.7183,1.4681,"A",20.1864,1,23,1,23,27,"pre",25,"pre"
"B","T","128T",3,"Flee","sub",20.3533,2.40235,"B",22.75565,1,23,1,23,27,"pre",25,"pre"
"B","T","128T",3,"Flee","sub",22.7556,3.97055,"B",26.72615,NA,NA,2,24,27,"pre",25,"pre"
"B","T","128T",3,"Flee","sub",26.7262,2.30225,"B",29.02845,NA,NA,2,24,27,"pre",25,"pre"
"B","T","128T",3,"Flee","sub",72.0372,1.4681,"B",73.5053,2,24,2,24,27,"pre",25,"pre"
"B","T","128T",3,"Defensive freeze","sub",73.5053,0.767418,"B",74.272718,2,24,2,24,27,"pre",25,"pre"
"B","S","128S",3,"Tailrattle","aggr",74.0392,0.900882,"A",74.940082,2,24,2,24,27,"pre",25,"pre"
"B","T","128T",3,"Tailrattle","aggr",74.2727,0.50049,"B",74.77319,2,24,2,24,27,"pre",25,"pre"
"B","T","128T",3,"Bite","aggr",74.7732,0.300294,"B",75.073494,2,24,2,24,27,"pre",25,"pre"
"B","S","128S",3,"Defensive freeze","sub",74.94,0.934248,"A",75.874248,2,24,2,24,27,"pre",25,"pre"
"B","T","128T",3,"Defensive freeze","sub",75.0735,0.033366,"B",75.106866,2,24,2,24,27,"pre",25,"pre"
"B","T","128T",3,"Tailrattle","aggr",75.1069,1.00098,"B",76.10788,2,24,2,24,27,"pre",25,"pre"
"B","S","128S",3,"Tailrattle","aggr",75.8743,1.40137,"A",77.27567,2,24,2,24,27,"pre",25,"pre"
"B","T","128T",3,"Tailrattle","aggr",76.1078,0.600588,"B",76.708388,2,24,2,24,27,"pre",25,"pre"
"B","T","128T",3,"Tailrattle","aggr",76.7084,1.30127,"B",78.00967,2,24,2,24,27,"pre",25,"pre"
"B","S","128S",3,"Defensive freeze","sub",77.2757,0.467124,"A",77.742824,2,24,2,24,27,"pre",25,"pre"
"B","S","128S",3,"Bite","aggr",77.7428,0.266928,"A",78.009728,2,24,2,24,27,"pre",25,"pre"
"B","S","128S",3,"Lunge","aggr",78.0097,0.133464,"A",78.143164,2,24,2,24,27,"pre",25,"pre"
"B","T","128T",3,"Defensive freeze","sub",78.0097,0.66732,"B",78.67702,2,24,2,24,27,"pre",25,"pre"
"B","S","128S",3,"Tailrattle","aggr",78.1432,0.66732,"A",78.81052,2,24,2,24,27,"pre",25,"pre"
"B","T","128T",3,"Tailrattle","aggr",78.677,0.266928,"B",78.943928,2,24,2,24,27,"pre",25,"pre"
"B","S","128S",3,"Defensive freeze","sub",78.8105,0.66732,"A",79.47782,2,24,2,24,27,"pre",25,"pre"
"B","T","128T",3,"Bite","aggr",78.944,0.734052,"B",79.678052,2,24,2,24,27,"pre",25,"pre"
"B","S","128S",3,"Bite","aggr",79.4778,0.133464,"A",79.611264,2,24,2,24,27,"pre",25,"pre"
"B","S","128S",3,"Tailrattle","aggr",79.6113,0.734052,"A",80.345352,2,24,2,24,27,"pre",25,"pre"
"B","T","128T",3,"Defensive freeze","sub",79.678,0.66732,"B",80.34532,2,24,2,24,27,"pre",25,"pre"
"B","S","128S",3,"Bite","aggr",80.3453,0.66732,"A",81.01262,2,24,2,24,27,"pre",25,"pre"
"B","T","128T",3,"Lunge","aggr",80.3453,0.533856,"B",80.879156,2,24,2,24,27,"pre",25,"pre"
"B","T","128T",3,"Tailrattle","aggr",80.8792,1.16781,"B",82.04701,2,24,2,24,27,"pre",25,"pre"
"B","S","128S",3,"Subordinate posture","sub",81.0126,0.266928,"A",81.279528,2,24,2,24,27,"pre",25,"pre"
"B","S","128S",3,"Flee","sub",81.2796,0.367026,"A",81.646626,2,24,2,24,27,"pre",25,"pre"
"B","S","128S",3,"Tailrattle","aggr",81.6466,1.63493,"A",83.28153,2,24,2,24,27,"pre",25,"pre"
"B","T","128T",3,"Tailrattle","aggr",82.7143,3.10304,"B",85.81734,2,24,2,24,27,"pre",25,"pre"
"B","S","128S",3,"Flee","sub",83.2815,2.40235,"A",85.68385,2,24,2,24,27,"pre",25,"pre"
"B","S","128S",3,"Tailrattle","aggr",86.5848,1.20118,"A",87.78598,2,24,2,24,27,"pre",25,"pre"
"B","S","128S",3,"Lunge","aggr",92.1903,0.200196,"A",92.390496,2,24,2,24,27,"pre",25,"pre"
"B","T","128T",3,"Defensive freeze","sub",92.2904,1.03435,"B",93.32475,2,24,2,24,27,"pre",25,"pre"
"B","S","128S",3,"Tailrattle","aggr",92.3905,0.367026,"A",92.757526,2,24,2,24,27,"pre",25,"pre"
"B","S","128S",3,"Defensive freeze","sub",92.7575,0.533856,"A",93.291356,2,24,2,24,27,"pre",25,"pre"
"B","S","128S",3,"Bite","aggr",93.2913,0.233562,"A",93.524862,2,24,2,24,27,"pre",25,"pre"
"B","T","128T",3,"Tailrattle","aggr",93.3247,0.83415,"B",94.15885,2,24,2,24,27,"pre",25,"pre"
